"TeamName","FG2Pct","FG3Pct","FTPct","BlockPct","OppFG2Pct","OppFG3Pct","OppFTPct","OppBlockPct","F3GRate","OppF3GRate","ARate","OppARate","StlRate","OppStlRate","DefensiveFingerprint","defeFG_Pct","defTO_Pct","defOR_Pct","defFT_Rate","eFG_Pct","TO_Pct","OR_Pct","FT_Rate","Tempo","AdjTempo","OE","AdjOE","DE","AdjDE","Pythag","Off_1","Off_2","Off_3","Def_1","Def_2","Def_3","Height","HgtC","HgtPF","HgtSF","HgtSG","HgtPG","HgtEff","Exp","Bench","PtsC","PtsPF","PtsSF","PtsSG","PtsPG","ORC","ORPF","ORSF","ORSG","ORPG","DRC","DRPF","DRSF","DRSG","DRPG","teamID","NumOfGames","WinPct","Margin_Victory","Margin_Loss","My_PPG","My_FGA","My_3FGP","My_FTA","My_FTP","My_Off_Reb","My_Def_Reb","My_Tot_Reb","My_Assists","My_TO","My_Ast_TO","My_Steals","My_Blocks","My_Fouls","My_Possessions","Opp_Pts","Opp_FGA","Opp_3FGP","Opp_FTA","Opp_FTP","Opp_Off_Reb","Opp_Def_Reb","Opp_Tot_Reb","Opp_Assists","Opp_TO","Opp_Ast_TO","Opp_Steals","Opp_Blocks","Opp_Fouls","Opp_Possessions","Margin_Victory_SD","Margin_Loss_SD","My_Pts_SD","My_FG___SD","My_3FG___SD","My_FTA_SD","My_FT___SD","My_Off_Reb_SD","My_Def_Reb_SD","My_Tot_Reb_SD","My_Assists_SD","My_TO_SD","My_Ast_TO_SD","My_Steals_SD","My_Blocks_SD","My_Fouls_SD","My_Possessions_SD","Opp_Pts_SD","Opp_FG___SD","Opp_3FG___SD","Opp_FTA_SD","Opp_FT___SD","Opp_Off_Reb_SD","Opp_Def_Reb_SD","Opp_Tot_Reb_SD","Opp_Assists_SD","Opp_TO_SD","Opp_Ast_TO_SD","Opp_Steals_SD","Opp_Blocks_SD","Opp_Fouls_SD","Opp_Possessions_SD","Tourney","TourneyType"
"Texas Southern",50.0407,32.0285,66.1853,7.6812,47.971,34.1818,64.3879,10.5134,31.4142,28.4974,46.5995,48,0.0933,0.0982,8.7,48.9119,18.7033,34.22371,32.59067,49.4131,19.8639,34.00881,46.45053,64.5565,63.9291,103.3623,101.6744,102.4214,104.9025,0.411094,23.7274,52.9767,23.2959,17.6625,57.741,24.5966,76.01,-0.35,-1.37,-0.53,-0.92,-0.12,-1.71,2.3,32.51,17.2,22.63,19.76,20.17,20.24,28.13,28.87,24.25,11.77,6.98,19.68,24.44,22.81,17.52,15.55,1411,34,0.647058824,9.272727273,-14.91666667,68.17647059,0.444926986,0.321072406,24.44117647,0.648453077,9.029411765,20.73529412,29.76470588,10.88235294,12.61764706,0.992287907,6.147058824,3.117647059,17.35294118,67.81544118,67.44117647,0.442349046,0.342753142,18.5,0.641669204,9.705882353,20.73529412,30.44117647,12,12.17647059,1.038994709,6.470588235,3.794117647,20.70588235,68.02279412,6.950038151,12.10152758,12.99993144,0.079279672,0.13667459,8.012078671,0.11343273,2.907516842,6.960097629,8.345054146,3.462042714,3.446691043,0.652746342,2.25808115,1.854800584,3.532381401,5.814258905,11.41554277,0.068666476,0.137137449,5.748517596,0.127708794,4.386821945,5.287542957,8.388994148,4.126778772,3.223686843,0.438647934,2.798650044,2.319605658,4.48924244,6.693646263,1,"champ"
"Texas St.",42.8012,31.1404,69.5733,6.6161,48.59,30.5051,73.166,9.4025,30.8734,34.933,51.9862,51.2521,0.106,0.0983,7.2,47.6006,23.0978,31.83857,36.5561,44.0081,19.933,29.0224,36.49289,62.8878,61.5797,92.3502,91.5899,95.8477,97.1572,0.336571,22.3881,52.1791,25.4328,21.9329,51.8519,26.2153,76.44,-1.23,0.27,-0.35,-0.27,0.45,-0.96,2.08,32.85,25.41,20.19,18.89,17.11,18.4,35.9,27.8,23.78,8.3,4.23,27.43,22.82,19.61,16.81,13.32,1402,28,0.392857143,9.545454546,-9.294117647,59.82142857,0.392484878,0.301034411,19.25,0.690025708,8.464285714,19.92857143,28.39285714,10.75,12.53571429,0.89983399,6.821428571,2.178571429,17.60714286,65.96517857,61.71428571,0.423756082,0.313243096,18.5,0.731426166,8.571428571,23.60714286,32.17857143,10.96428571,14.67857143,0.789377628,6.321428571,3.428571429,17.96428571,65.50178571,5.164564577,7.679230966,13.62746022,0.092038799,0.124919863,6.227923975,0.117321429,2.91207121,5.906233816,7.573537193,4.042597258,3.605367838,0.340669859,2.70874539,1.588233853,3.937843795,5.737725786,10.48051859,0.07285317,0.097360863,6.957543202,0.117162363,3.096336801,6.303081467,7.958473571,3.191216451,3.151173461,0.313425077,3.043555078,1.874360561,4.167618939,5.771918484,0,""
"Texas Tech",44.4751,32.2519,64.1509,12.7432,48.1518,33.9062,67.5283,11.326,32.5466,38.3693,54.6012,52.809,0.092,0.1152,1.5,49.1906,20.0813,32.56039,37.11031,45.7453,21.7548,34.62963,46.08696,62.965,61.9233,95.633,100.4322,101.8281,99.8527,0.51663,24.4228,49.5639,26.0133,20.3011,48.0816,31.6173,77.44,0.24,1.27,-0.51,0.3,2.58,1.51,1.13,39.96,20.59,13.55,21.07,22.35,22.44,34.3,23.78,16.06,12.83,13.02,24.46,23.46,16.31,18.03,17.75,1403,32,0.40625,15.69230769,-16.52631579,60.90625,0.40623306,0.331610198,23.1875,0.628236989,10.03125,20.71875,30.75,11.125,13.1875,0.935387229,5.84375,4.09375,17.40625,64.4828125,64.34375,0.428242634,0.338043996,19.34375,0.679302792,9.03125,20.46875,29.5,11.75,12.625,1.032619061,7.3125,3.84375,19.9375,64.90703125,16.10064499,11.42788219,14.91342624,0.092810548,0.172463049,8.573919569,0.171735706,3.326185212,5.876329637,7.400958961,5.216289622,4.161556006,0.550733078,2.628741573,2.037699129,4.133727327,6.741106559,12.15653117,0.077754231,0.118071916,7.25840725,0.133815677,2.571360566,6.69127682,7.79164151,4.165913911,3.087435516,0.529183547,2.481382289,2.689398242,4.865530505,6.886060705,0,""
"The Citadel",46.8137,40.2198,76.6046,5.8127,56.5124,35.0674,72.1963,11.3971,35.7986,35.8425,59.292,46.5347,0.0708,0.112,1.5,55.1105,15.8783,34.62986,29.55801,51.6522,21.7249,31.30779,38.00157,59.6126,59.3461,103.7441,101.6249,117.8852,120.4091,0.1245,21.9846,45.3951,32.6203,16.2205,55.1181,28.6614,76.32,-1,0.25,-0.27,-0.49,-0.19,-0.75,1.91,29.3,20.98,18.27,19.21,11.23,30.31,36.94,35.36,13.07,7.37,7.26,28.67,30.05,14.86,10.46,15.95,1154,27,0.296296296,4.25,-13.47368421,62.33333333,0.448087802,0.416097851,17.88888889,0.745250399,6.925925926,16.2962963,23.22222222,12.40740741,12.77777778,1.089572744,4.259259259,2,15.25925926,61.42314815,70.55555556,0.490876158,0.344292252,15.88888889,0.734278784,9.185185185,18.40740741,27.59259259,12.18518519,9.333333333,1.691785838,6.740740741,3.444444444,17.66666667,61.325,3.195979617,7.567242423,9.425823776,0.07962876,0.123202104,7.967884254,0.131113431,3.315765672,6.775605649,8.491322871,3.422316571,4.236592729,0.50684384,2.458776941,2.038098662,5.111018208,7.04660968,9.137131907,0.070709297,0.091456167,7.702813339,0.091465582,2.787845005,4.482952832,4.634811914,4.341543832,3.475186769,1.502302524,3.157318636,1.908147175,4.446260313,7.335890434,0,""
"Toledo",51.227,36.5854,74.2404,9.0301,51.0033,31.7073,70.2838,8.3589,29.0147,38.1593,49.7103,50.4739,0.0761,0.1038,1.4,49.6898,16.1554,29.43144,30.97208,52.2863,18.1245,33.27172,41.20849,67.2327,67.2912,111.14,111.1803,104.8893,104.5688,0.669305,22.6339,53.8059,23.5602,17.9684,52.07,29.9616,76.36,0.3,-0.75,-0.23,0.47,-1.34,-0.45,1.99,25.03,16.21,21.45,18.52,19.02,24.8,28.57,33.64,23.07,9.91,4.82,23.37,30.44,20,15.63,10.55,1405,33,0.606060606,12,-7.692307692,75.24242424,0.473039279,0.370275615,22.93939394,0.726093522,9.151515152,23.63636364,32.78787879,13.09090909,12.24242424,1.245063703,5.151515152,3.272727273,17.06060606,69.65378788,71,0.437958691,0.319212345,18.15151515,0.707875884,9.484848485,21.24242424,30.72727273,12.87878788,10.78787879,1.435589831,7.03030303,3.303030303,19.78787879,68.56136364,8.354009438,7.110844012,9.993842801,0.074583654,0.148090067,6.224645542,0.114951274,3.666752754,5.765295861,8.080677477,3.916021868,4.514077308,0.66948945,2.693988819,1.82470421,4.73642398,4.041958264,10.69754645,0.057547583,0.087086755,7.838690947,0.126067715,3.073284197,4.548559546,6.355473661,3.323755178,4.342792706,0.808787559,3.087118888,2.098881376,3.059386946,4.543883642,0,""
"Towson",44.4351,30.0995,66.3212,11.2465,45.7357,34.2007,70.4986,11.7155,25.1722,33.5202,40.3374,51.9345,0.056,0.0985,7.9,47.6012,14.9352,29.5175,44.98442,44.6149,21.5213,41.14391,48.34064,61.2274,60.9314,99.9576,98.9628,105.5526,107.1343,0.28651,26.4326,54.8271,18.7403,24.9877,47.9136,27.0987,77.19,-0.44,0.09,0.43,1.2,1.32,-0.35,1.1,38.38,16.11,15.16,22.35,23.21,23.18,28.53,26.25,23.94,16.38,4.91,23.65,21.71,22.88,19.13,12.63,1406,31,0.35483871,7.727272727,-9.25,62.48387097,0.412558477,0.297204718,24.90322581,0.652500805,11.80645161,24.74193548,36.5483871,8.483870968,13.09677419,0.759851274,3.483870968,3.870967742,21.16129032,64.63548387,65.70967742,0.422696549,0.34630957,23.29032258,0.689349426,8.387096774,17.80645161,26.19354839,11.25806452,8.967741936,1.461317357,6.129032258,4.516129032,20.06451613,63.41774194,5.763521651,8.359520258,12.3824364,0.078773835,0.146036545,9.693141351,0.119300605,3.60942613,6.137142342,9.139068916,3.650305629,4.300037509,0.607331933,1.85958719,1.839237804,3.83055065,6.09414601,12.23163535,0.077263129,0.148080402,8.145319918,0.123337045,3.639390236,5.878885126,7.105956914,3.78565487,3.683149657,0.725228254,3.283716751,2.593208666,5.085505441,5.932801452,0,""
"Troy",48.0874,33.5206,66.1818,5.4639,51.2371,33.3333,70.7094,9.7268,36.853,37.2574,39.7415,52.5399,0.0986,0.093,-1.4,50.7762,19.4887,33.6933,28.26649,48.8958,21.2148,31.324,37.95721,65.9475,65.1248,99.1527,97.9231,104.4697,107.3972,0.256918,20.438,49.4104,30.1516,16.4449,52.9005,30.6546,76.39,-1,-0.19,-0.49,-0.2,0.53,-1.2,1.52,21.96,15.9,20.82,27.21,19.97,16.1,47.11,27.91,13.23,8,3.75,27.59,24.15,18.46,13.85,15.94,1407,27,0.296296296,6.5,-7.894736842,65.96296296,0.428820068,0.336461558,20.37037037,0.661577324,9.407407407,21.25925926,30.66666667,9.111111111,13.88888889,0.709214677,6.555555556,1.962962963,15.66666667,67.82407407,69.59259259,0.447844326,0.339060572,16.18518519,0.721031066,10.14814815,22.40740741,32.55555556,13.40740741,12.74074074,1.150897097,6.185185185,3.296296296,18.14814815,67.53981482,6.803360514,6.581917458,9.94786982,0.083649491,0.102843007,5.478265785,0.109352467,3.272957487,5.808432813,7.280109889,2.96561491,3.308884699,0.366493712,2.679456508,1.531250909,3.741657387,4.222213928,10.42651671,0.070327442,0.078182489,5.86408257,0.121457892,3.997149982,5.479045813,6.851913452,2.858983941,3.470674869,0.45020754,2.038797478,1.99643557,3.059709686,4.300431884,0,""
"Tulane",45.5331,31.9797,65.1943,5.3249,49.639,33.6957,66.0777,12.5841,36.2132,29.3367,49.6229,50.2128,0.094,0.0946,11.9,49.9043,20.351,29.32642,36.09694,46.4154,19.8885,32.58004,34.68137,63.5807,63.3632,96.6839,97.7134,99.886,102.734,0.359808,19.586,50.3185,30.0955,19.2883,56.7303,23.9814,76.76,0.36,0.22,-0.6,0.29,0.22,0.58,1.53,30.58,17.1,16.27,22.57,23.32,20.74,37.55,32.9,15.55,7.53,6.48,22.31,22.41,24.76,19.2,11.32,1408,30,0.466666667,9.357142857,-11.625,62.8,0.405685197,0.324825615,18.86666667,0.64595783,9.7,22.33333333,32.03333333,10.96666667,12.23333333,1.017836651,6.1,1.966666667,17.66666667,65.895,64.63333333,0.452568412,0.322761047,18.86666667,0.659125478,8.033333333,21.3,29.33333333,11.8,12.63333333,1.046922896,6.133333333,4.366666667,18.23333333,65.82833333,9.328262621,7.107507768,14.10649154,0.08975725,0.106999602,7.994538366,0.124889001,3.14203975,5.3712731,7.346044365,3.586212423,3.549485959,0.572252392,2.77115686,1.425949976,4.301830672,6.889902031,10.30729013,0.06323399,0.124142876,8.058978002,0.115583034,3.755302764,6.958745428,8.4377368,4.003446791,3.614943442,0.558045157,2.812942175,2.85854235,4.082623678,6.718392579,0,""
"Tulsa",46.3481,33.0134,64.5441,10.5163,43.021,32.3296,65.4224,10.1894,31.9632,37.6267,49.2711,51.9878,0.0883,0.0823,3.6,45.0805,19.6137,27.73788,30.35182,47.362,17.7075,30.12048,42.39264,63.8299,63.9779,99.6888,100.5673,92.9219,92.2824,0.72883,22.4121,51.6583,25.9296,18.0488,48.7805,33.1707,76.53,0.02,0.41,-0.85,0.3,-0.57,0.44,1.91,26.34,17.22,17.19,24.78,22.02,18.79,43.65,28.54,12.98,9,5.83,20.07,24.18,20.16,18.2,17.38,1409,31,0.709677419,11.95454546,-13.11111111,64.19354839,0.424815264,0.326941048,22.29032258,0.635975204,8.935483871,24.90322581,33.83870968,10.90322581,11.09677419,1.107220258,5.677419355,3.548387097,16.5483871,65.36209677,59.51612903,0.391313567,0.32343133,16.41935484,0.648143901,8.290322581,22.12903226,30.41935484,10.96774194,12.25806452,1.056586983,5.290322581,3.64516129,19.58064516,65.86370968,7.68100485,7.043515536,10.04794956,0.073605282,0.137929067,8.840036004,0.129012955,3.87242804,5.912443594,6.787718194,3.709041554,3.986266747,0.494127467,2.773530804,2.046765085,4.145991716,5.904101226,12.39050972,0.071831905,0.109975324,7.597254739,0.118882014,3.298419302,5.766234678,7.999059085,3.400822165,4.545824032,0.637475961,2.438490631,2.714754588,4.931356768,5.621105462,0,""
"UC Davis",52.2491,44.4043,73.6842,5.2073,45.9981,34.2246,70.1299,7.9585,38.9866,35.1064,53.9342,53.3632,0.0757,0.1092,1.4,47.8723,17.893,33.46496,33.72966,57.8466,21.2445,28.62454,40.1126,63.016,63.2294,111.7562,110.2694,102.9793,104.1461,0.658591,20.3488,43.8953,35.7558,19.8113,50,30.1887,76.19,0.27,-0.39,-1.37,0.03,-0.93,-0.12,2.24,34.14,24.5,20.97,20.24,22.6,11.68,31.34,42.16,9.27,9.39,7.85,27.9,24.51,18.66,18.47,10.46,1413,29,0.793103448,9.086956522,-8.833333333,71.17241379,0.492915705,0.452004527,19.65517241,0.719791279,6.482758621,20.72413793,27.20689655,13,13.4137931,1.073215137,4.827586207,1.862068966,18,65.23275862,65.79310345,0.419017273,0.34272383,18.5862069,0.695061837,9.931034483,21.72413793,31.65517241,12.31034483,11.17241379,1.191087915,6.965517241,2.379310345,18.06896552,65.20775862,5.443202963,2.639444386,7.19160704,0.048700806,0.101805284,7.969924996,0.129283319,2.11492468,4.542627872,5.150445961,3.139608711,4.092826838,0.471647905,2.713313282,1.245682198,3.891382421,5.55200295,10.0049249,0.058087358,0.102380773,6.630649836,0.105455155,3.092976311,4.697237423,6.87789348,4.045309879,3.485367018,0.4773539,3.278531451,2.305487136,3.945440719,5.501635729,0,""
"UC Irvine",47.7041,38.2524,68.3206,11.9967,42.3172,33.6,69.8387,7.6531,30.4554,29.1206,56.4644,49.3411,0.087,0.0915,10.5,44.6709,17.2939,30.67485,36.10949,50.6505,17.9937,29.82456,30.98758,64.0405,63.7263,103.6937,103.9448,98.2044,98.2728,0.65595,17.2863,54.1767,28.5369,22.0132,52.364,25.6228,77.43,3.72,0.97,-0.33,0.06,-0.59,4.69,2.03,37.47,20.85,24.1,16.55,18.09,20.4,33.85,34.06,16.46,7.33,8.31,25.31,24.96,20.95,15.92,12.86,1414,31,0.612903226,10.57894737,-8.083333333,66.80645161,0.450339898,0.39161446,16.90322581,0.688500264,8.64516129,23.06451613,31.70967742,13.80645161,11.41935484,1.346324677,5.612903226,4.709677419,17.22580645,65.3516129,63.4516129,0.40110886,0.337925886,20,0.691441394,9.967741936,22.90322581,32.87096774,10.87096774,11,1.063821438,5.903225807,2.903225807,17,65.91935484,7.112709981,6.666856058,8.026702747,0.068349747,0.148592925,6.389339239,0.13422052,3.220231742,5.697575413,7.716620799,3.709621318,3.314354573,0.62080927,2.304740323,2.698067807,3.232230163,4.640648911,9.691366294,0.067359786,0.131706872,6.608075867,0.118611727,4.354950218,6.289434732,9.660027383,3.041292877,3.306559138,0.395912228,2.534493226,1.55680953,3.881580434,4.747164547,1,"champ"
"UC Riverside",45.0539,33.0404,67.9104,9.4836,44.6009,39.6896,71.7391,10.9696,35.7862,29.7493,56.4815,53.8226,0.1005,0.0973,11.1,49.0435,18.6838,28.67647,42.48021,46.6667,20.2015,30.73171,33.71069,65.0287,65.6669,96.6468,95.8685,102.1066,100.2592,0.374026,19.697,49.7835,30.5195,23.7045,48.7429,27.5526,76.05,-0.81,-0.33,-1,0.3,-1.25,-1.14,2.07,28.13,17.8,22.84,21.2,22.61,15.55,40.51,27.61,13.75,10.9,7.23,24.98,25.26,16.71,19.82,13.24,1415,29,0.413793103,7.916666667,-11.52941176,63.72413793,0.409644703,0.32723962,18.48275862,0.680541795,8.965517241,22.20689655,31.17241379,12.62068966,13,1.128620948,6.620689655,3.482758621,20.20689655,67.64137931,67.20689655,0.432707863,0.414885319,22.20689655,0.710706801,8.206896552,22.82758621,31.03448276,12.13793103,12,1.110648978,6.413793103,3.862068966,18.13793103,66.61724138,7.585372686,11.7213355,12.10341319,0.078455108,0.10876215,7.66541719,0.130491173,4.01321708,5.347758612,7.639507115,3.716889955,4.93529562,0.581133355,2.583101584,1.617332231,5.052434423,6.028327015,9.123671372,0.064658233,0.132167525,7.575238376,0.094393621,2.74355492,6.793215973,8.042222324,3.786481008,3.240370349,0.535053106,3.407106453,2.37131877,3.795901342,5.409297153,0,""
"UC Santa Barbara",46.4904,36.7647,73.7736,10.4207,44.9331,34.556,72.9469,5.9253,33.1505,33.1202,63.2394,56.7026,0.0771,0.075,4.7,47.2187,18.1545,30.08937,39.70588,49.3601,17.1051,30.6852,32.29738,62.2431,62.5647,105.5344,106.4196,100.7057,101.7591,0.625975,19.4431,50.721,29.8359,23.4715,48.7047,27.8238,75.82,-0.45,-0.99,-0.99,-0.93,-0.85,-1.44,1.93,33.67,22.32,26.48,23.96,16.15,11.08,41.51,27.35,12.89,10.83,7.42,33.77,24.28,19.22,12.74,9.99,1364,30,0.566666667,11.88235294,-9.307692308,67.03333333,0.435280019,0.377519651,17.66666667,0.736679534,9,22.63333333,31.63333333,14.96666667,10.8,1.553833642,4.9,3.633333333,19.06666667,64.89166667,64.33333333,0.419180359,0.357240589,20.7,0.721834872,8.233333333,21.63333333,29.86666667,12.26666667,11.43333333,1.15945573,4.766666667,2.166666667,17.86666667,65.16583333,10.06778497,5.77905147,10.42041542,0.070707135,0.113066645,6.434461815,0.110157847,3.503692633,4.254679641,6.19501097,4.342916018,3.670948388,0.693259222,2.339319088,2.07586016,5.67470694,5.416292206,12.91706525,0.078817286,0.145455911,8.10768048,0.152467404,3.29768292,5.991277184,7.899076041,3.841096587,3.266162288,0.516428825,3.00210654,1.913352958,3.329422994,4.654718052,0,""
"UCLA",47.2487,36.3475,67.5714,10.8179,45.7344,35.5281,70.0491,7.9971,29.2683,39.0675,54.0636,58.4082,0.1003,0.0923,-1.6,48.687,18.5031,28.09847,32.74384,49.3773,17.4777,33.83333,36.3259,67.5216,66.0412,105.5169,110.1967,100.3759,97.3836,0.805576,19.9074,54.2088,25.8838,19.0646,46.3252,34.6102,78.29,1.44,2.27,0.28,1.3,2.87,3.71,1.18,21.56,15.08,22.41,17.58,22.19,22.73,30.49,42.33,14.39,9.73,3.06,24.1,28.93,17.23,15.4,14.34,1417,33,0.606060606,15.4,-13.61538462,72,0.441056688,0.359104557,21.21212121,0.663729649,10.42424242,24.42424242,34.84848485,13.90909091,11.72727273,1.30032163,6.818181818,3.727272727,17.87878788,69.77272727,68.03030303,0.420526816,0.364304978,18.51515152,0.69468972,8.515151515,20.87878788,29.39393939,13.78787879,12.27272727,1.276686549,6.272727273,3.303030303,18.06060606,69.09772727,9.247474762,11.36176675,16.59442678,0.088634598,0.129857949,9.143842107,0.126292249,3.725170324,6.71765539,9.297584404,5.328951799,3.55556542,0.609776198,3.77867822,1.790124424,3.862945571,5.869806094,9.211015309,0.077899499,0.113948634,5.745221994,0.126461735,2.948741385,6.55628313,7.781947836,3.663652342,4.04870911,0.609685241,2.414445165,2.567645425,4.629655724,5.950946497,1,"atlarge"
"UMass Lowell",44.593,34.8993,65.7084,3.0999,54.0758,35.8047,68.93,11.1786,42.0014,38.8343,52,57.6981,0.1059,0.09,2.5,53.9326,23.3185,30.36773,34.12921,47.8506,20.4654,21.5812,34.31994,64.2598,64.392,92.1041,92.3048,103.0843,104.3586,0.196002,19.0703,43.7426,37.1871,17.9049,50.3474,31.7477,73.43,-3.53,-3.78,-3.31,-3.33,-2.21,-7.31,1.47,34.39,14.99,20.89,22.55,21.26,20.31,33.94,33.49,15.05,8.82,8.7,23.33,26.63,19.7,15.23,15.12,1262,28,0.392857143,7.636363636,-16.29411765,59.92857143,0.405390154,0.350047953,17.39285714,0.680697746,5.857142857,17.75,23.60714286,10.67857143,13.10714286,0.946245602,6.892857143,0.964285714,18.10714286,66.19017857,66.82142857,0.471535357,0.360193804,17.35714286,0.687469916,7.928571429,25.25,33.17857143,13.78571429,14.85714286,1.008391298,5.857142857,3.285714286,17.89285714,66.06607143,4.500505022,10.46879115,8.952254305,0.050334752,0.073953852,7.156138446,0.169110042,2.352528753,5.979130372,7.046613506,3.197841534,4.755809591,0.501518078,2.726268454,0.881166855,3.034850484,4.566871139,11.40192827,0.093358422,0.151282649,5.870291088,0.132723921,3.770534606,5.302864355,8.014124436,4.724695897,3.597471187,0.478076552,2.952892941,2.551065759,3.634600041,4.400258906,0,""
"UNC Asheville",48.1707,35.2445,73.6559,11.9534,48.9796,33.945,68.3284,10.2642,37.603,34.6252,53.2943,56.0232,0.0999,0.1128,3.7,49.6506,18.2712,32.23553,43.3291,49.9366,20.7557,31.58436,35.38364,68.7339,68.2954,102.8931,100.6628,105.0327,106.7974,0.336193,20.6949,47.7341,31.571,22.967,49.6796,27.3534,76.05,1.24,-1.79,-1.4,0.3,-1.43,-0.55,1.22,35.73,19.84,17.36,16.5,16.86,29.44,43.78,24.73,14.51,11.13,5.86,29.13,26.9,17.39,14.75,11.83,1421,28,0.428571429,10.41666667,-10.5,70.92857143,0.437976366,0.350586787,19.92857143,0.722375059,9.428571429,21.71428571,31.14285714,13,14.21428571,0.999172479,6.892857143,4.392857143,19.75,70.57321429,72.46428571,0.439458237,0.334572491,24.35714286,0.686020351,9.964285714,21.71428571,31.67857143,13.78571429,12.46428571,1.241356409,7.785714286,3.607142857,17.71428571,70.24821429,7.102603023,5.853773712,10.53716025,0.08351037,0.100526916,7.487909125,0.15515398,3.59452847,6.306123672,8.391857984,4.260064336,4.076646614,0.490155394,2.92295241,3.059160932,4.213074887,6.183748596,11.35775846,0.072647544,0.079332616,8.070129127,0.123156133,4.022917155,6.60447179,8.911306058,4.516284468,4.220603282,0.606258837,2.7936057,2.408923007,5.090711533,5.479443608,0,""
"UNC Greensboro",47.615,36.1111,62.8731,10.1879,49.6538,35.159,71.634,8.0068,31.5053,35.8909,47.878,50.7846,0.0877,0.0902,9.5,50.7609,18.2315,29.74874,48.50983,49.6791,18.7764,30.61611,31.27188,66.7067,65.944,101.1036,97.8729,106.771,106.4731,0.275167,16.5196,54.8039,28.6765,25.5002,46.7194,27.7804,76.89,-0.66,0.12,1.18,0.72,-0.21,-0.54,1.59,29.17,22.11,17.83,22.4,20.73,16.93,36.34,8.45,24.04,22.52,8.65,31.14,17.33,19.77,18.46,13.3,1422,30,0.266666667,14.25,-10.13636364,68,0.440343227,0.356250286,17.86666667,0.61935879,8.766666667,22.4,31.16666667,12.03333333,12.4,1.084210969,5.9,3.433333333,21.96666667,69.25333333,71.63333333,0.452821271,0.362679668,25.5,0.712393268,8.5,23.5,32,11.86666667,12.13333333,1.065668476,6.066666667,3.133333333,16.86666667,68.3125,12.34908904,6.356814525,11.94816391,0.065911544,0.122910684,8.148337395,0.144531455,3.626372115,7.458390323,9.439766703,4.238439314,4.081919765,0.58448828,2.630720368,2.445027795,3.809998944,6.921140569,10.67863911,0.090435678,0.121902581,5.77001763,0.108909323,3.421534239,3.857370911,5.63241848,4.207819759,3.636342738,0.493712952,2.815392829,1.978040363,4.183162748,7.421987227,0,""
"UNC Wilmington",46.5153,33.9535,68.1747,11.9111,47.1111,32.9243,68.5452,8.2224,25.1904,30.2974,43.7838,48.6252,0.1093,0.0923,14.1,47.8005,20.6416,32.03422,47.27385,47.6274,18.3103,31.27918,37.55126,67.8172,67.6661,100.4255,99.0712,100.1906,99.4206,0.489881,21.1827,57.586,21.2312,25.3146,51.3069,23.3785,76.76,1,0.66,-0.68,-0.62,0.14,1.66,2.01,24,17.45,18.53,23.4,21.17,19.45,34.47,29.3,19.82,11.02,5.39,24.71,22.84,23.18,17.45,11.82,1423,30,0.566666667,9.823529412,-13.07692308,68.76666667,0.435974976,0.355375076,21.36666667,0.683871366,10.06666667,23.5,33.56666667,10.8,12.33333333,1.018758412,7.5,4.466666667,20.93333333,69.31583333,68.86666667,0.431888961,0.329386936,25.43333333,0.68345859,9.733333333,23.8,33.53333333,11.2,13.93333333,0.87446409,6.333333333,3.6,18.3,70.0475,7.108404305,7.532834111,12.72706411,0.095256972,0.162737769,7.317825819,0.095965935,4.290593829,6.246378261,8.892784108,4.521214362,4.301830672,0.622928993,2.897680404,2.473770448,3.638238806,5.948523735,12.46438605,0.083584285,0.128464404,7.05487522,0.110941792,4.093167843,5.567145,8.282650473,5.101723847,3.512866335,0.559158169,2.468188409,2.457921746,4.676795248,6.707144769,0,""
"UNLV",48.0141,36.1426,66.4336,16.1043,42.0245,35.1399,66.4884,9.0026,35.2571,30.4904,55.2803,51.9359,0.0837,0.0785,5,45.2825,16.2194,32.37705,29.90405,50.2,17.272,26.68513,32.68571,64.5804,65.461,102.4844,106.4541,99.2652,100.9752,0.647402,17.7819,50.9125,31.3056,18.0019,52.8958,29.1023,78.95,1.81,1.85,1.32,3.3,3.13,3.66,1.03,28.39,25.69,15.88,22.22,22.22,13.98,42.73,30.94,9.78,9.78,6.77,32.7,16.34,18.57,18.57,13.82,1424,32,0.53125,11.64705882,-8.866666667,66.78125,0.441695927,0.360993808,17.875,0.66984956,7.875,23.0625,30.9375,13.28125,10.875,1.397557309,5.46875,6.5625,16.59375,66.178125,64.75,0.400466996,0.350174457,17.53125,0.671650538,10.1875,25.03125,35.21875,12.15625,10.40625,1.349184388,5.125,3.1875,16.90625,67.17109375,10.13620477,8.675636384,9.567196559,0.065881266,0.106605947,6.292596777,0.135251411,3.087435516,6.867114246,8.103911839,3.752284251,3.159726407,0.823474742,2.436077956,2.675305228,3.130076522,4.992711422,12.09372005,0.078945278,0.133260062,6.242334008,0.114082945,4.099075427,5.738856664,8.411721373,5.542267936,3.329820057,0.903399531,2.446195202,1.749423868,3.962398874,4.163939422,0,""
